vector,label
"[-6.26989529e-02  2.00849131e-01  5.04334457e-02  9.40470323e-02
 -2.27882136e-02 -3.72882962e-01  5.24839349e-02  4.77625251e-01
 -1.09591097e-01 -1.91753805e-01  5.89906378e-03 -3.85139048e-01
 -1.75032943e-01  9.01254639e-02  9.67909321e-02 -2.19712153e-01
  4.27750237e-02 -2.82272279e-01 -3.82950692e-03 -3.40122283e-01
  1.58723831e-01  8.98591504e-02  1.48302794e-01 -1.89703032e-01
 -1.08783118e-01  8.19547251e-02 -1.71699494e-01 -2.00726673e-01
 -2.13313878e-01  3.61712202e-02  2.38045961e-01  5.83933927e-02
  5.65087050e-02 -1.39914557e-01 -6.38861954e-02  2.38538131e-01
  4.03579623e-02 -2.27887973e-01 -1.04057640e-01 -4.47642535e-01
  1.03164703e-01 -2.32356951e-01 -1.19580761e-01 -4.37987363e-03
  1.93162784e-01 -2.77456269e-03 -1.35471284e-01 -2.91208755e-02
  1.26706317e-01  1.82357743e-01  3.65965515e-02 -1.87001243e-01
  4.81923089e-05 -1.01867974e-01 -1.90494239e-01  1.58975542e-01
  1.16253018e-01 -5.88706322e-02 -2.19940230e-01  4.25686799e-02
  7.88724795e-02  1.07988447e-01 -8.04022178e-02 -3.04725859e-02
 -2.66903847e-01  2.38026410e-01  8.09491575e-02  1.68641269e-01
 -3.81643116e-01  3.33841056e-01 -4.61442694e-02  6.02156967e-02
  1.75589874e-01 -1.04651926e-02  2.30274096e-01  1.28422946e-01
  5.06741442e-02 -2.86427010e-02 -2.09797651e-01  2.70868167e-02
 -1.38841450e-01 -3.98601145e-02 -2.47340262e-01  3.82408589e-01
 -6.88490942e-02  4.37959060e-02  1.41332105e-01  1.85702547e-01
  2.82964587e-01  8.95645544e-02  3.10416430e-01  4.34151292e-02
 -5.45993298e-02  7.69708231e-02  3.33482265e-01  3.53117108e-01
  5.21313734e-02 -2.86518127e-01  6.92857802e-02 -1.38469813e-02]",2
"[-0.06798644  0.21014856  0.05070302  0.1001891  -0.02549599 -0.39358008
  0.05783691  0.50515205 -0.12007438 -0.20460401  0.00789642 -0.4046399
 -0.18280847  0.09673401  0.10504583 -0.23255412  0.04950287 -0.2975271
 -0.00784272 -0.36178398  0.17018029  0.09258262  0.15660049 -0.19969091
 -0.11477232  0.08295368 -0.18085994 -0.20949027 -0.22635098  0.04176392
  0.25151938  0.06460781  0.05955859 -0.15014961 -0.06853279  0.25326866
  0.04370994 -0.23482989 -0.10741351 -0.47229344  0.11040926 -0.24596952
 -0.12803711 -0.00546552  0.20615387 -0.00631285 -0.14376138 -0.02723006
  0.13841224  0.19398652  0.03880239 -0.19350463  0.0033182  -0.1079323
 -0.19789992  0.16805598  0.12300065 -0.06047785 -0.22762288  0.0487137
  0.08377576  0.11582216 -0.08503103 -0.03451427 -0.28045657  0.2539115
  0.0828395   0.17923826 -0.39819333  0.35202467 -0.04731983  0.06490908
  0.18599582 -0.00982366  0.24254459  0.13517274  0.05456362 -0.02733825
 -0.21952517  0.02588056 -0.14854583 -0.04161636 -0.26218313  0.39956135
 -0.07370128  0.04600104  0.14905079  0.1949513   0.300857    0.09522944
  0.32790762  0.04687864 -0.05964633  0.08293162  0.35295087  0.36972538
  0.05580689 -0.30437818  0.07402081 -0.01531567]",1
"[-0.10530671  0.34738532  0.08310796  0.16446379 -0.03757284 -0.652649
  0.0934595   0.8332469  -0.19361982 -0.3397347   0.01478288 -0.66725874
 -0.30121595  0.15895633  0.17402467 -0.38422674  0.07500134 -0.49409372
 -0.00929848 -0.5982473   0.2806184   0.15318786  0.25708124 -0.33143863
 -0.1879652   0.13346927 -0.29884684 -0.3461589  -0.37399805  0.06349132
  0.41375032  0.10513779  0.09901543 -0.24379012 -0.11421535  0.41808754
  0.07052067 -0.3926281  -0.18248853 -0.78687865  0.17729142 -0.40104207
 -0.20610651 -0.0101092   0.3382346  -0.00932393 -0.23908341 -0.04425352
  0.22067377  0.32821602  0.06358415 -0.3168381  -0.00091013 -0.17505398
 -0.32710955  0.27378094  0.20403835 -0.09995858 -0.37796015  0.07663503
  0.13811108  0.19077818 -0.14184487 -0.05413951 -0.46556616  0.41655737
  0.1372873   0.2972216  -0.6579279   0.58063906 -0.07752984  0.10882024
  0.3061605  -0.01659761  0.40369716  0.22032902  0.093163   -0.04633417
 -0.36863536  0.04484306 -0.24045989 -0.06062984 -0.428636    0.66609323
 -0.12069824  0.07833499  0.24613872  0.32154405  0.49802345  0.15493114
  0.5389205   0.07412715 -0.09764019  0.14006244  0.5830854   0.6141964
  0.08829264 -0.49993485  0.12100098 -0.03036661]",1
"[-0.07960133  0.2478875   0.06383462  0.11490218 -0.03508167 -0.4631969
  0.0711271   0.59466845 -0.13746464 -0.24168877  0.0086642  -0.47129098
 -0.21349742  0.10609795  0.1205205  -0.27245608  0.05312539 -0.349906
 -0.01603539 -0.41977793  0.19172332  0.11288329  0.18675125 -0.22963135
 -0.13876767  0.09346549 -0.20715415 -0.25233465 -0.25972784  0.04473369
  0.29614216  0.0706212   0.07467145 -0.17482683 -0.07679823  0.29246134
  0.05550324 -0.27884853 -0.11942772 -0.54982805  0.13061987 -0.28663054
 -0.15532596 -0.01168683  0.23638266 -0.00519314 -0.16829704 -0.03214582
  0.16217145  0.22447439  0.04749545 -0.23336491  0.00069648 -0.12080725
 -0.23383412  0.19926713  0.15071093 -0.06863283 -0.26380324  0.05612119
  0.09890316  0.13937478 -0.0969601  -0.04497782 -0.32809556  0.299464
  0.09223924  0.20335215 -0.46713248  0.40703955 -0.05941474  0.07521646
  0.22230813 -0.01215616  0.28393722  0.15191548  0.0631156  -0.03814989
 -0.26124436  0.0336998  -0.1666281  -0.04347903 -0.29909655  0.469786
 -0.08146732  0.05084459  0.16666037  0.2238058   0.35476592  0.11111243
  0.3892764   0.05204771 -0.07076704  0.09672757  0.41771337  0.4339458
  0.06655284 -0.36079144  0.07970669 -0.02437765]",0
"[-0.07279119  0.21239212  0.05544568  0.09659986 -0.03235716 -0.39376807
  0.06242364  0.50613093 -0.11843555 -0.19891994 -0.00313104 -0.40159258
 -0.17882206  0.08272444  0.09943439 -0.23777287  0.04563395 -0.29395497
 -0.0184105  -0.35181826  0.15801898  0.09849919  0.15675013 -0.19495738
 -0.11680285  0.06819846 -0.16824846 -0.22309306 -0.22331557  0.03114403
  0.25656456  0.06024211  0.06770341 -0.145631   -0.06346013  0.24136725
  0.05193808 -0.2315542  -0.09002545 -0.46705708  0.1116785  -0.24224937
 -0.14138426 -0.01733666  0.19053183 -0.00483078 -0.13875239 -0.02579608
  0.13554402  0.18261574  0.04948614 -0.21040292  0.00287188 -0.09823974
 -0.19199665  0.17625464  0.13996305 -0.05058312 -0.22295097  0.04980395
  0.08190157  0.12092895 -0.08620449 -0.04527681 -0.2685454   0.26060736
  0.06926654  0.15853786 -0.39230496  0.34215406 -0.05410283  0.06583454
  0.19789124 -0.01334844  0.24333999  0.11945686  0.05415408 -0.03650839
 -0.22338353  0.02420846 -0.13974755 -0.03199703 -0.25019133  0.39071536
 -0.07175091  0.03526222  0.1394615   0.18451536  0.30629668  0.09616343
  0.33125016  0.04674937 -0.06203885  0.085598    0.36388728  0.36380285
  0.06434706 -0.30637264  0.06351072 -0.02409874]",1
"[-0.06948213  0.22320308  0.05275108  0.10447679 -0.02469733 -0.41439217
  0.06017479  0.5341558  -0.1234111  -0.2155459   0.00975763 -0.4297732
 -0.1917027   0.10050116  0.11102127 -0.24544719  0.04976473 -0.31771842
 -0.00711795 -0.3816904   0.18129452  0.10264065  0.16525814 -0.21065842
 -0.12045052  0.09046046 -0.19379975 -0.22382575 -0.2387195   0.04164993
  0.26301295  0.06596363  0.06246715 -0.15787667 -0.07331783  0.26897982
  0.04637199 -0.25338832 -0.11767761 -0.50134885  0.11429695 -0.2594842
 -0.13249536 -0.00434276  0.21851628 -0.00303689 -0.15276864 -0.03124112
  0.14286108  0.20639616  0.04017756 -0.20509218 -0.00121656 -0.11298898
 -0.21189931  0.17516614  0.12892875 -0.06405361 -0.24201488  0.04900808
  0.08725431  0.12281761 -0.08883427 -0.03471866 -0.30047804  0.26703566
  0.08792769  0.19102229 -0.42497557  0.37302452 -0.05061085  0.06961098
  0.19680151 -0.01224153  0.25317395  0.13987398  0.05837253 -0.03107388
 -0.23760319  0.03185891 -0.15521455 -0.04317842 -0.27367413  0.4258385
 -0.07617919  0.04942147  0.15622498  0.2072662   0.31710324  0.10289141
  0.34508628  0.04628062 -0.06381261  0.08829119  0.3721146   0.39451045
  0.05873439 -0.31827328  0.07795203 -0.01614287]",2
"[-0.07659065  0.23402438  0.05930945  0.11163884 -0.02911751 -0.44071725
  0.06413902  0.5672938  -0.1320837  -0.22770977  0.00594014 -0.4559384
 -0.20468998  0.10293287  0.11506952 -0.261583    0.05040779 -0.3338596
 -0.01229532 -0.39964935  0.18772642  0.11095013  0.17595042 -0.22334196
 -0.12907688  0.09039932 -0.20033248 -0.24123494 -0.2530987   0.04127869
  0.28081936  0.06769796  0.07113551 -0.16262934 -0.07550369  0.28430656
  0.05299165 -0.2664645  -0.11819005 -0.52782184  0.12520029 -0.27502352
 -0.14580117 -0.00731283  0.22677077 -0.00508817 -0.15991136 -0.03296809
  0.15115042  0.213809    0.04335582 -0.22347042  0.00081348 -0.11659329
 -0.22299759  0.19109268  0.14304163 -0.06388502 -0.2545438   0.05227381
  0.09050741  0.1315547  -0.09388527 -0.04128524 -0.31381765  0.28253183
  0.09037773  0.19569507 -0.44465184  0.3932898  -0.05723364  0.07188682
  0.21345517 -0.01381887  0.27265692  0.14660922  0.06143852 -0.03687894
 -0.2520665   0.03095849 -0.16261518 -0.04370398 -0.28840476  0.44938833
 -0.08040046  0.05145765  0.16121079  0.21551022  0.33886507  0.10807425
  0.36447126  0.05018019 -0.06618483  0.09375092  0.39777526  0.41512915
  0.06304125 -0.34031495  0.07879556 -0.01793069]",2
"[-0.05976146  0.18535653  0.04159309  0.08514885 -0.02234679 -0.34731457
  0.05100819  0.44654503 -0.10230141 -0.17938955  0.00797435 -0.35871437
 -0.1619089   0.08400236  0.09179629 -0.20704003  0.04171354 -0.2658148
 -0.00445371 -0.31865117  0.14936192  0.08444373  0.13631333 -0.17510484
 -0.09895325  0.07502302 -0.16099818 -0.18622799 -0.20154005  0.03417632
  0.22104937  0.05470881  0.05147751 -0.131323   -0.06151646  0.22686486
  0.03847646 -0.21200137 -0.09705568 -0.41820458  0.0939846  -0.21614899
 -0.11061926 -0.00161964  0.18369302 -0.00183415 -0.12934577 -0.02441097
  0.1214854   0.17261504  0.03226032 -0.16784753  0.00098069 -0.09372529
 -0.17653215  0.14460106  0.10820045 -0.05259404 -0.20407833  0.04016181
  0.07229249  0.10305409 -0.0745848  -0.02778827 -0.25217116  0.2234654
  0.07374199  0.15841806 -0.355943    0.31405342 -0.04048615  0.06202394
  0.16583766 -0.00940639  0.21654142  0.11907098  0.04773236 -0.02428485
 -0.19713026  0.02493934 -0.1310747  -0.035451   -0.22821802  0.3546597
 -0.06350921  0.04188276  0.13025323  0.17412417  0.26481053  0.08448637
  0.28682017  0.03972852 -0.05135334  0.07274345  0.3135851   0.3297814
  0.04825827 -0.26872727  0.06409012 -0.01028535]",1
"[-0.07062238  0.2315375   0.05518533  0.10766499 -0.02484346 -0.43077114
  0.06057284  0.5536383  -0.12689072 -0.22180872  0.00934799 -0.44376
 -0.20240681  0.10677219  0.11291218 -0.25629297  0.04743647 -0.32963115
 -0.00589446 -0.3961072   0.18590905  0.10439394  0.17076625 -0.21659654
 -0.12653996  0.09149533 -0.2013617  -0.23146003 -0.24602841  0.04671994
  0.2731969   0.06792734  0.06864793 -0.16417705 -0.07593458  0.2776996
  0.04463735 -0.26494095 -0.11913016 -0.52011067  0.11898179 -0.27286568
 -0.13653852 -0.00310721  0.22324748 -0.00455169 -0.15669426 -0.03363421
  0.14938928  0.2116478   0.04220074 -0.21227771 -0.00104615 -0.11749548
 -0.21928303  0.18203993  0.13313814 -0.06625804 -0.2524103   0.05154546
  0.09362122  0.12512673 -0.09158114 -0.03460192 -0.3120441   0.27580926
  0.09406208  0.19651486 -0.44247237  0.38573888 -0.05213467  0.07133839
  0.20278871 -0.01426982  0.26634273  0.14801143  0.05926523 -0.03079301
 -0.24465369  0.02972019 -0.1613984  -0.04588002 -0.28681675  0.44346443
 -0.08165973  0.04999365  0.16390735  0.21758796  0.33008295  0.10558796
  0.35688043  0.04957584 -0.06309574  0.09048166  0.38574994  0.40669242
  0.05996533 -0.33218223  0.07996494 -0.01706183]",2
"[-0.06008664  0.19474232  0.04810197  0.09000384 -0.02065448 -0.35901797
  0.0500842   0.46587497 -0.1050636  -0.18656182  0.00578017 -0.37165758
 -0.16871867  0.08747369  0.09375584 -0.21396133  0.03939244 -0.27453327
 -0.00514036 -0.33100012  0.15482558  0.08600484  0.1416849  -0.18225615
 -0.10497039  0.07661891 -0.16934529 -0.19386852 -0.2060729   0.03855769
  0.22795552  0.0573643   0.0559432  -0.13702144 -0.06416178  0.23250122
  0.03882044 -0.22208391 -0.09941417 -0.43413016  0.09982599 -0.22798696
 -0.11457312 -0.00342734  0.18580201 -0.00460537 -0.13069305 -0.02769898
  0.12427759  0.17735323  0.03575553 -0.17920329 -0.00056463 -0.09783373
 -0.18248957  0.1538929   0.1115623  -0.05555343 -0.21019484  0.04403724
  0.07683295  0.10550614 -0.07730998 -0.02923049 -0.25896338  0.23172024
  0.07921613  0.1622498  -0.36937463  0.32266855 -0.04533413  0.05912378
  0.16947103 -0.01070395  0.22326918  0.12265615  0.04912184 -0.02684457
 -0.20419668  0.02565558 -0.13480935 -0.03817381 -0.23831157  0.3718228
 -0.06739795  0.04272217  0.13624482  0.1815023   0.27560335  0.08798658
  0.29893908  0.04279546 -0.0527292   0.07486398  0.32250357  0.33927318
  0.05047696 -0.27798295  0.06704077 -0.01342568]",2
"[-0.06841658  0.22005695  0.05307916  0.10370332 -0.02233692 -0.40679154
  0.05793     0.52585834 -0.11881251 -0.2099784   0.00740196 -0.41996193
 -0.19216853  0.10039974  0.10658475 -0.24200995  0.04400942 -0.31260246
 -0.0040832  -0.3743688   0.17681374  0.09835695  0.1613758  -0.20584635
 -0.11909316  0.08696098 -0.19079159 -0.21942998 -0.23374291  0.04335712
  0.25761694  0.06379132  0.0652535  -0.15399437 -0.07223626  0.2628192
  0.04310948 -0.25023767 -0.11378679 -0.49071375  0.11307525 -0.257606
 -0.12910253 -0.00179927  0.21137828 -0.00485084 -0.14904024 -0.03033558
  0.14150079  0.20075296  0.03877522 -0.20136207 -0.00111059 -0.1103146
 -0.207512    0.17311941  0.12494145 -0.06336538 -0.23873927  0.04839557
  0.08864171  0.11857719 -0.08684542 -0.03301816 -0.29459605  0.26007965
  0.08890429  0.18539722 -0.41893455  0.36473438 -0.05010511  0.06759646
  0.19122754 -0.01167818  0.25213054  0.13990083  0.0566964  -0.02898252
 -0.23064631  0.02808646 -0.15097071 -0.04262431 -0.27067897  0.4198669
 -0.07601774  0.04850198  0.1543874   0.20667231  0.31207427  0.09918043
  0.33825997  0.04757172 -0.05993476  0.08464617  0.36427283  0.38486066
  0.05593491 -0.3147659   0.07659256 -0.01478084]",1
"[-0.0675191   0.2151173   0.05160458  0.10139022 -0.02293705 -0.39969182
  0.05573522  0.5135845  -0.12025315 -0.20797217  0.00743295 -0.4121743
 -0.18825854  0.09709249  0.10554427 -0.23816518  0.04674875 -0.30431297
 -0.00472165 -0.36650944  0.17307763  0.09729751  0.1591794  -0.20340069
 -0.11368122  0.08479951 -0.18719083 -0.21488664 -0.2296201   0.04384608
  0.2541708   0.06354436  0.06267044 -0.15059285 -0.07057653  0.25951824
  0.0416194  -0.2419116  -0.11271414 -0.4834666   0.1096615  -0.24909027
 -0.1265037  -0.00265114  0.20919313 -0.00296638 -0.14517908 -0.03213016
  0.13684826  0.19609107  0.03764899 -0.19716337 -0.00210123 -0.10940912
 -0.20510842  0.16741161  0.12237294 -0.06180363 -0.23561394  0.04647471
  0.08347163  0.11803889 -0.08324905 -0.03247765 -0.29132295  0.2567147
  0.08743644  0.18328343 -0.4092872   0.35920596 -0.04846221  0.06436552
  0.18776314 -0.0114948   0.24945138  0.13719413  0.0550658  -0.02760966
 -0.22793297  0.02925608 -0.14914657 -0.04226513 -0.26570448  0.40976852
 -0.07329216  0.04723072  0.15104528  0.2005225   0.30499646  0.09643579
  0.33136737  0.04543548 -0.06228862  0.0832921   0.35642135  0.37755737
  0.0565122  -0.3076226   0.07659236 -0.01316507]",2
"[-0.08130718  0.2570087   0.05772505  0.12785278 -0.0269582  -0.48317188
  0.06938048  0.6265674  -0.1472561  -0.251102    0.00934925 -0.50287545
 -0.22303963  0.12229337  0.12340339 -0.2838669   0.05923048 -0.37222567
 -0.00576736 -0.454158    0.21244924  0.11885773  0.19397423 -0.2463418
 -0.1399288   0.10517424 -0.23042113 -0.25499573 -0.2816948   0.05166043
  0.30668265  0.07782155  0.07534616 -0.18359417 -0.0892835   0.32155523
  0.05162719 -0.29463235 -0.14170451 -0.585301    0.13310628 -0.30032107
 -0.15253375 -0.00537431  0.25894365 -0.00706241 -0.1837187  -0.03665803
  0.17020473  0.2434781   0.04109606 -0.2350557  -0.00136032 -0.13005769
 -0.24862863  0.1985877   0.14216293 -0.07829016 -0.28566983  0.05926671
  0.10207503  0.13819873 -0.10124993 -0.03725348 -0.35359508  0.30959406
  0.10360451  0.22500782 -0.49748474  0.43848228 -0.05588029  0.08291672
  0.2270956  -0.01557638  0.29833898  0.16200128  0.06957459 -0.03454762
 -0.27542388  0.03565243 -0.1845444  -0.05415747 -0.32671693  0.5020843
 -0.0941413   0.05751708  0.18299045  0.24818276  0.37190467  0.12009256
  0.40022954  0.05901235 -0.07256021  0.10449916  0.43467847  0.45516574
  0.06540082 -0.37070346  0.09839413 -0.01464484]",2
"[-0.04358007  0.13954781  0.03459395  0.06561471 -0.01843646 -0.26101243
  0.03500472  0.33351767 -0.07881207 -0.13563758  0.0044518  -0.2677261
 -0.12049794  0.0592804   0.06923931 -0.1537754   0.02864752 -0.19559036
 -0.00458876 -0.23602682  0.10876777  0.06178185  0.1011839  -0.13071373
 -0.07430864  0.05212748 -0.11896949 -0.14032377 -0.14642893  0.02423536
  0.16344827  0.03884127  0.03923285 -0.09672371 -0.04688047  0.16594505
  0.02999291 -0.15830362 -0.07267923 -0.3116078   0.06923479 -0.15974349
 -0.08379161 -0.00373927  0.13373831 -0.00092219 -0.09295253 -0.01828299
  0.08669931  0.12908423  0.02441611 -0.12787591  0.00037633 -0.07209255
 -0.13122839  0.10830061  0.08054772 -0.03824604 -0.15093473  0.03231091
  0.05341665  0.07401424 -0.05348982 -0.02211539 -0.18659487  0.1679813
  0.05362741  0.11476231 -0.2636617   0.23285057 -0.03200599  0.04415314
  0.12273961 -0.00700679  0.16011757  0.08920798  0.03547543 -0.02057213
 -0.14763375  0.01812277 -0.09424989 -0.02413931 -0.16816603  0.265327
 -0.04738507  0.0314212   0.09389753  0.12589882  0.19759618  0.0627305
  0.21441326  0.0315134  -0.03754593  0.05621991  0.23301266  0.24326158
  0.03749077 -0.20088671  0.0483968  -0.01302047]",1
"[-0.07299612  0.22259122  0.05806883  0.1042195  -0.03160074 -0.41889167
  0.06235229  0.53586304 -0.12503941 -0.21701258  0.00519023 -0.43085083
 -0.19270068  0.09575698  0.10952166 -0.24979523  0.04903752 -0.31764132
 -0.01217902 -0.37905166  0.17489234  0.10268459  0.16771476 -0.21017857
 -0.12105709  0.08440899 -0.18978548 -0.22651538 -0.2363557   0.0406205
  0.26891044  0.06515071  0.06837488 -0.15880512 -0.0724228   0.26491007
  0.05090259 -0.2543451  -0.10923015 -0.50003296  0.1183797  -0.26153305
 -0.14047916 -0.0089606   0.21554692 -0.0021714  -0.15000667 -0.02974585
  0.14250496  0.20011958  0.0454898  -0.2105973   0.00181534 -0.11166114
 -0.21330704  0.18034479  0.13684519 -0.06183016 -0.2395918   0.05196978
  0.08975895  0.12741157 -0.08920836 -0.03856666 -0.29555237  0.26966187
  0.08474554  0.18393059 -0.4234438   0.37247375 -0.05484429  0.067404
  0.20270859 -0.01163008  0.25945878  0.14060979  0.05742678 -0.03469969
 -0.2361062   0.03244675 -0.15187687 -0.04089268 -0.27272236  0.42348826
 -0.07533988  0.04533346  0.1526393   0.20203477  0.3213136   0.10029513
  0.35301042  0.04750129 -0.06335321  0.08686007  0.37891594  0.3914796
  0.06287281 -0.3248057   0.07128919 -0.01940899]",1
"[-0.06338079  0.20317014  0.05130155  0.09338502 -0.02559553 -0.37664452
  0.05599829  0.48093644 -0.11079942 -0.19549333  0.00803884 -0.38364854
 -0.17507935  0.08893138  0.09926009 -0.22256833  0.04223215 -0.28435892
 -0.00883755 -0.34036276  0.15826741  0.09255307  0.14854746 -0.1864485
 -0.10807135  0.07548904 -0.17090344 -0.20126677 -0.21113734  0.03646559
  0.23640592  0.05696674  0.05984658 -0.1381562  -0.06549948  0.23692648
  0.04438188 -0.22872481 -0.10486265 -0.4495706   0.10195623 -0.23068711
 -0.12228908 -0.00700991  0.19186978 -0.00369557 -0.1344163  -0.02433844
  0.12589373  0.18084893  0.03692658 -0.18898372 -0.00114245 -0.09881477
 -0.19319895  0.1587876   0.11910617 -0.05818611 -0.21680766  0.04368452
  0.08078344  0.11062055 -0.07599228 -0.03511291 -0.26859212  0.24070115
  0.07740348  0.16565467 -0.3821707   0.33222163 -0.04700032  0.06247777
  0.17752637 -0.01205774  0.23168845  0.12725441  0.04984725 -0.02869302
 -0.21403834  0.02504026 -0.1377361  -0.03528265 -0.24645936  0.38029432
 -0.06690834  0.04349118  0.13535027  0.18355154  0.28690723  0.08940982
  0.31374243  0.04144635 -0.05479046  0.08125059  0.3377335   0.35450307
  0.05556125 -0.28863615  0.06870022 -0.01688788]",0
"[-0.06868852  0.22515275  0.0543296   0.10620446 -0.02380459 -0.4164062
  0.05552002  0.5413806  -0.12412892 -0.21777724  0.00944447 -0.43365404
 -0.1937509   0.1013053   0.1112389  -0.25023574  0.05224706 -0.32009116
 -0.00675965 -0.38461772  0.17798685  0.10107772  0.16574968 -0.21434624
 -0.11831363  0.09145805 -0.19611272 -0.22387943 -0.24141312  0.04426866
  0.26484752  0.06588008  0.06345006 -0.16001989 -0.07569734  0.2710721
  0.04510839 -0.25869465 -0.11931594 -0.50498366  0.11384985 -0.2610303
 -0.13219906 -0.00461438  0.22131442 -0.00445541 -0.15270905 -0.03396431
  0.14104389  0.2050948   0.03871086 -0.2084632  -0.00267216 -0.11360512
 -0.21494229  0.17332767  0.12756783 -0.06716394 -0.24741296  0.04731406
  0.08891914  0.12195287 -0.08547901 -0.03358853 -0.3034629   0.26880068
  0.09272085  0.1904625  -0.42915633  0.37687224 -0.05245675  0.07154593
  0.19711202 -0.01519625  0.2596376   0.14335601  0.05825448 -0.03118247
 -0.23917045  0.03226652 -0.15609252 -0.04506566 -0.28143322  0.43271047
 -0.07797324  0.05009573  0.15807532  0.21092875  0.31895617  0.10105294
  0.34691107  0.04713125 -0.06211306  0.08884346  0.3764444   0.3980165
  0.05694984 -0.32165593  0.0799858  -0.01433753]",2
